################################################
##                   SPRank                   ##
################################################
in_rec:          1AM0-A-41-AMP/amber/rec.amber.mol2
in_cpd:          1AM0-A-41-AMP/amber/lig_charged.amber.mol2
in_poses:        1AM0-A-41-AMP/pose/pose.mol2
stats:           0
verbose:         0
Load receptor: default_name from 1AM0-A-41-AMP/amber/rec.amber.mol2
--> heavy atom num: 344
Load compound: MOL from 1AM0-A-41-AMP/amber/lig_charged.amber.mol2
--> heavy atom num: 23
************************************************
*                PARAMETER INFO                *
************************************************
T: 25
rt_to_kcal_per_mol: 0.593
gamma_SASA: 0.0054
r_water: 1.4
pairwise_dis_upper_bound: 10
pairwise_bin_size: 0.5
pairwise_bin_num: 20
pairwise_potentials_map.size(): 348
sasa_points.size(): 8
************************************************
*                   REC INFO                   *
************************************************
name: default_name
vina_03_187 -175.485 -2.126 2.205
vina_03_188 -225.820 -2.208 -2.409
vina_03_189 -254.490 -1.972 -1.963
vina_03_190 -139.200 -2.201 -4.131
vina_03_191 -145.325 -2.396 -1.353
vina_03_192 -246.045 -2.066 2.250
vina_03_193 -182.987 -2.014 0.796
vina_03_194 -163.699 -2.116 3.541
vina_03_195 -148.483 -2.101 2.399
vina_03_196 -220.429 -1.983 3.709
vina_03_197 -168.539 -1.872 0.346
vina_03_198 -184.255 -2.434 4.098
vina_03_199 -213.807 -2.267 5.728
vina_03_200 -318.315 -2.510 -22.753
vina_03_201 -272.679 -2.203 -13.300
vina_03_202 -182.034 -2.025 -1.622
vina_03_203 -211.585 -2.304 1.525
vina_03_204 -165.380 -2.100 5.564
vina_03_205 -156.365 -2.133 2.118
vina_03_206 -199.062 -2.194 -0.315
vina_03_207 -249.684 -2.105 -8.405
vina_03_208 -144.797 -2.342 -0.723
vina_03_209 -170.209 -1.982 1.118
vina_03_210 -310.775 -1.901 -14.161
vina_03_211 -176.189 -2.080 -5.515
vina_03_212 -231.138 -2.008 1.471
vina_03_213 -115.146 -2.369 0.900
vina_03_214 -208.116 -2.168 -4.384
vina_03_215 -116.558 -1.986 7.165
vina_03_216 -250.116 -2.048 -0.999
vina_03_217 -309.671 -2.282 -29.529
vina_03_218 -262.698 -2.046 -8.324
vina_03_219 -208.026 -2.018 -2.752
vina_03_220 -210.818 -2.066 -5.538
vina_03_221 -352.518 -2.018 -42.732
vina_03_222 -240.550 -2.038 -8.189
vina_03_223 -202.499 -1.960 -3.158
vina_03_224 -233.076 -2.018 -14.612
vina_03_225 -185.533 -1.974 -2.312
vina_03_226 -210.457 -1.871 -6.435
vina_03_227 -215.083 -2.065 -3.987
vina_03_228 -213.884 -2.247 -0.254
vina_03_229 -212.576 -2.274 6.640
vina_03_230 -202.778 -1.923 1.098
vina_03_231 -259.082 -2.081 -0.443
vina_03_232 -205.883 -2.199 -16.075
vina_03_233 -166.342 -1.939 0.608
vina_03_234 -160.695 -2.050 -4.816
vina_03_235 -175.693 -1.655 0.808
vina_03_236 -197.022 -1.953 -2.635
vina_03_237 -192.501 -1.947 -0.719
vina_03_238 -216.677 -1.858 -4.095
vina_03_239 -176.697 -1.937 -3.192
vina_03_240 -163.354 -1.881 0.632
vina_03_241 -160.900 -1.998 1.281
vina_03_242 -165.759 -1.986 5.650
vina_03_243 -272.787 -1.908 -14.536
vina_03_244 -104.054 -1.621 0.594
vina_03_245 -306.356 -2.077 -10.613
vina_03_246 -205.951 -1.784 -0.993
vina_03_247 -212.165 -2.313 2.160
vina_03_248 -241.713 -1.917 -17.393
vina_03_249 -341.475 -2.070 -9.756
vina_03_250 -147.333 -2.011 2.950
vina_03_251 -178.658 -2.187 2.743
vina_03_252 -160.334 -2.034 0.737
vina_03_253 -181.506 -2.166 -3.463
vina_03_254 -174.780 -1.923 1.637
vina_03_255 -195.143 -1.859 0.996
vina_03_256 -300.531 -1.894 -15.393
vina_03_257 -138.941 -1.954 2.870
vina_03_258 -283.784 -1.882 -10.081
vina_03_259 -172.707 -2.027 -4.101
vina_03_260 -183.257 -2.035 3.546
vina_03_261 -161.649 -1.688 -0.820
vina_03_262 -161.954 -1.879 4.841
vina_03_263 -208.278 -1.836 -3.227
vina_03_264 -246.473 -1.910 0.837
vina_03_265 -103.708 -1.774 3.600
vina_03_266 -173.548 -2.058 -6.429
vina_03_267 -402.598 -2.294 -33.988
vina_03_268 -285.640 -1.858 -4.962
vina_03_269 -232.517 -1.905 -4.400
vina_03_270 -248.163 -2.036 8.319
vina_03_271 -123.327 -1.360 -1.697
vina_03_272 -191.088 -2.050 -2.513
vina_03_273 -193.381 -2.330 -0.698
vina_03_274 -129.299 -1.851 -0.381
vina_03_275 -172.653 -1.849 -5.818
vina_03_276 -215.308 -2.396 -0.010
vina_03_277 -176.616 -2.159 -1.937
vina_03_278 -127.895 -1.744 4.378
vina_03_279 -216.271 -1.721 -6.200
vina_03_280 -201.266 -1.951 -3.302
vina_03_281 -178.629 -1.852 2.017
vina_03_282 -260.206 -1.890 -9.317
vina_03_283 -208.849 -1.871 -1.210
vina_03_284 -202.550 -1.554 -8.948
vina_03_285 -123.298 -1.612 1.191
vina_03_286 -268.995 -2.064 -14.501
vina_03_287 -217.921 -1.926 -10.422
vina_03_288 -165.393 -1.722 -1.636
vina_03_289 -202.121 -1.625 -7.926
vina_03_290 -143.636 -1.533 -5.132
vina_03_291 -191.425 -1.842 8.027
vina_03_292 -126.355 -1.727 -0.515
vina_03_293 -384.053 -2.133 -36.633
vina_03_294 -171.742 -1.453 2.297
vina_03_295 -251.279 -1.917 -3.264
vina_03_296 -112.787 -1.376 0.303
vina_03_297 -100.149 -1.213 3.515
vina_03_298 -243.775 -1.723 -7.069
vina_03_299 -70.429 -1.177 -0.473
vina_03_300 -204.737 -1.972 -5.522
vina_03_301 -135.277 -1.698 1.780
vina_03_302 -235.978 -2.400 -6.775
vina_03_303 -173.541 -1.876 0.401
vina_03_304 -318.168 -2.615 -15.554
vina_03_305 -304.376 -2.326 -21.502
vina_03_306 -276.668 -1.998 -6.512
vina_03_307 -203.044 -2.204 -2.402
vina_03_308 -230.988 -2.452 4.034
vina_03_309 -238.408 -2.100 -8.779
vina_03_310 -166.518 -2.134 -10.063
vina_03_311 -145.823 -1.767 0.617
vina_03_312 -221.366 -2.464 1.423
vina_03_313 -270.447 -1.788 -11.993
vina_03_314 -124.766 -1.363 -3.159
vina_03_315 -392.873 -2.089 -43.856
vina_04_7 -182.627 -2.587 1.122
vina_04_8 -570.946 -2.686 -60.262
vina_04_12 -387.150 -2.554 -35.256
vina_04_14 -383.833 -2.579 -31.633
vina_04_15 -401.319 -2.428 -42.542
vina_04_16 -185.330 -2.456 1.666
vina_04_17 -448.106 -2.791 -39.146
vina_04_19 -222.986 -2.555 -0.130
vina_04_20 -508.282 -2.362 -51.535
vina_04_21 -575.663 -2.532 -59.433
vina_04_22 -418.332 -2.576 -34.363
vina_04_23 -233.216 -2.553 0.044
vina_04_24 -227.016 -2.466 -7.544
vina_04_25 -378.283 -2.487 -19.710
vina_04_26 -165.781 -2.488 6.637
vina_04_28 -257.337 -2.537 2.883
vina_04_29 -186.214 -2.749 -2.196
vina_04_30 -348.086 -2.581 -19.917
vina_04_31 -506.291 -2.579 -61.255
vina_04_32 -206.011 -2.558 3.661
vina_04_34 -456.557 -2.206 -60.134
vina_04_35 -269.651 -2.331 -17.824
vina_04_38 -264.244 -2.482 -16.804
vina_04_39 -231.315 -2.660 2.271
vina_04_40 -445.826 -2.599 -49.257
vina_04_42 -230.968 -2.485 3.912
vina_04_44 -254.478 -2.411 4.749
vina_04_46 -266.792 -2.406 -2.755
vina_04_47 -233.592 -2.494 0.213
vina_04_49 -357.887 -2.434 -32.421
vina_04_50 -186.599 -2.314 2.592
vina_04_51 -285.181 -2.575 -10.582
vina_04_54 -225.064 -2.632 -8.890
vina_04_55 -169.791 -2.544 -0.196
vina_04_57 -359.395 -2.403 -17.279
vina_04_58 -247.347 -2.600 -8.974
vina_04_59 -243.495 -2.331 -10.615
vina_04_61 -248.158 -2.564 5.682
vina_04_62 -493.068 -2.752 -47.937
vina_04_64 -445.028 -2.379 -54.112
vina_04_65 -456.539 -2.297 -45.630
vina_04_66 -413.849 -2.522 -37.504
vina_04_67 -440.611 -2.670 -40.276
vina_04_68 -260.167 -2.138 -7.340
vina_04_70 -335.014 -2.294 -15.379
vina_04_71 -195.298 -2.533 -2.553
vina_04_72 -393.732 -2.441 -40.881
vina_04_74 -414.530 -2.622 -27.654
vina_04_76 -261.984 -2.306 -0.341
vina_04_77 -333.098 -2.441 -18.106
vina_04_78 -186.695 -2.280 -2.172
vina_04_79 -271.054 -2.382 -2.446
vina_04_80 -402.345 -2.400 -39.327
vina_04_81 -195.845 -2.281 1.587
vina_04_82 -223.804 -2.563 -4.675
vina_04_83 -189.475 -2.665 -7.325
vina_04_84 -524.198 -2.523 -59.233
vina_04_85 -252.155 -2.145 -8.639
vina_04_86 -246.315 -2.503 -2.396
vina_04_88 -300.334 -2.349 -8.699
vina_04_90 -245.219 -2.686 -4.224
vina_04_91 -250.305 -2.245 -11.958
vina_04_92 -330.935 -2.351 -13.909
vina_04_93 -195.030 -2.296 -4.562
vina_04_94 -421.459 -2.581 -34.297
vina_04_95 -442.044 -2.041 -54.353
vina_04_96 -429.186 -2.495 -46.584
vina_04_97 -350.573 -2.105 -28.911
vina_04_98 -420.920 -2.139 -45.705
vina_04_99 -259.659 -2.231 -3.177
vina_04_101 -182.544 -2.590 1.737
vina_04_102 -180.196 -2.216 -0.048
vina_04_103 -237.759 -2.479 -3.249
vina_04_104 -404.073 -2.542 -24.997
vina_04_106 -241.105 -2.324 -9.310
vina_04_107 -188.362 -2.376 2.916
vina_04_108 -460.638 -2.783 -43.914
vina_04_110 -144.254 -2.480 -4.968
vina_04_111 -214.817 -2.090 -3.444
vina_04_113 -277.525 -2.493 -5.759
vina_04_115 -258.040 -2.406 -8.081
vina_04_116 -243.453 -2.583 -6.831
vina_04_117 -186.950 -2.216 5.752
vina_04_118 -290.971 -2.429 -1.375
vina_04_119 -133.678 -2.137 -8.017
vina_04_121 -136.620 -2.222 5.773
vina_04_124 -223.161 -2.162 -0.021
vina_04_126 -200.751 -2.255 -7.434
vina_04_127 -139.118 -2.222 -1.509
vina_04_128 -253.064 -2.350 2.606
vina_04_129 -193.073 -2.461 3.683
vina_04_131 -296.396 -2.387 -8.854
vina_04_132 -246.809 -2.391 -2.198
vina_04_133 -327.006 -2.452 -15.843
vina_04_134 -228.712 -2.304 3.679
vina_04_135 -247.203 -2.330 -9.123
vina_04_137 -188.988 -1.947 0.281
vina_04_138 -338.718 -2.102 -19.836
vina_04_139 -212.867 -2.264 0.797
vina_04_140 -296.955 -2.085 -3.250
vina_04_141 -183.544 -2.210 1.138
vina_04_142 -192.403 -2.252 -4.568
vina_04_143 -274.021 -2.508 -5.451
vina_04_144 -199.854 -1.945 3.870
vina_04_145 -331.645 -2.499 -19.478
vina_04_146 -396.429 -1.907 -41.986
vina_04_148 -342.880 -2.264 -19.938
vina_04_149 -275.537 -2.235 5.042
vina_04_150 -168.512 -2.128 0.685
vina_04_151 -142.031 -2.551 -4.998
vina_04_152 -227.503 -2.108 -2.837
vina_04_153 -287.549 -2.163 -2.711
vina_04_154 -178.432 -2.093 -2.668
vina_04_155 -205.013 -2.315 -2.144
vina_04_156 -408.390 -2.481 -41.279
vina_04_157 -195.381 -2.334 -5.072
vina_04_158 -343.489 -2.102 -11.276
vina_04_159 -263.823 -2.639 -9.655
vina_04_160 -156.654 -2.034 -1.188
vina_04_161 -174.204 -2.079 1.804
vina_04_162 -248.759 -2.160 0.922
vina_04_163 -199.653 -2.079 5.611
vina_04_164 -178.943 -2.401 -5.518
vina_04_165 -174.194 -2.519 3.362
vina_04_166 -247.990 -2.306 2.881
vina_04_167 -243.615 -2.038 -0.757
vina_04_168 -262.679 -1.902 -3.298
vina_04_169 -332.907 -2.106 -27.766
vina_04_170 -317.672 -2.311 -15.608
vina_04_171 -283.249 -2.190 -9.423
vina_04_172 -351.201 -2.073 -30.570
vina_04_173 -192.294 -2.291 -5.873
vina_04_174 -176.892 -2.225 3.304
vina_04_175 -319.571 -2.349 -4.842
vina_04_176 -254.602 -2.584 -13.397
vina_04_177 -323.200 -2.004 -29.977
vina_04_178 -162.139 -2.143 -2.814
vina_04_180 -466.521 -2.368 -56.234
vina_04_181 -203.727 -2.388 7.146
vina_04_182 -289.973 -2.231 -11.405
vina_04_183 -160.007 -2.375 0.510
vina_04_184 -178.382 -2.207 -8.910
vina_04_185 -353.282 -2.251 -22.523
vina_04_186 -295.836 -2.013 -5.984
vina_04_187 -183.008 -2.316 -1.911
vina_04_189 -181.501 -1.934 0.464
vina_04_190 -269.160 -2.226 -15.110
vina_04_191 -284.480 -2.428 -14.542
vina_04_192 -201.787 -2.077 -3.725
vina_04_193 -228.138 -2.216 -4.300
vina_04_195 -268.430 -2.322 -1.054
vina_04_196 -218.185 -2.143 -5.264
vina_04_197 -130.794 -1.971 4.308
vina_04_198 -254.005 -2.105 -10.363
vina_04_199 -249.799 -2.256 -9.502
vina_04_200 -237.257 -2.342 2.449
vina_04_201 -509.399 -2.281 -53.398
vina_04_202 -203.883 -2.237 -6.890
vina_04_203 -241.763 -2.258 -7.751
vina_04_204 -372.045 -2.207 -35.119
vina_04_205 -203.583 -2.229 -5.641
vina_04_206 -179.450 -2.238 2.982
vina_04_207 -185.664 -1.963 0.767
vina_04_208 -220.506 -2.430 -9.821
vina_04_209 -213.888 -2.285 -3.184
vina_04_210 -323.888 -2.319 -19.539
vina_04_211 -285.602 -2.112 -12.135
vina_04_213 -188.734 -2.406 0.264
vina_04_214 -268.927 -2.100 -12.522
vina_04_215 -335.962 -2.559 -10.165
vina_04_217 -210.104 -2.361 -3.494
vina_04_218 -201.523 -2.271 -0.821
vina_04_219 -164.523 -2.109 2.385
vina_04_220 -236.468 -2.255 -18.784
vina_04_221 -215.435 -2.087 -0.554
vina_04_222 -386.304 -2.275 -28.137
vina_04_223 -378.920 -2.429 -22.595
vina_04_224 -236.185 -2.292 -5.620
vina_04_225 -148.167 -2.059 -0.128
vina_04_226 -250.841 -1.982 3.248
vina_04_227 -173.887 -2.109 5.099
vina_04_228 -126.387 -2.144 4.845
vina_04_229 -446.221 -2.209 -44.187
vina_04_230 -185.573 -1.959 -3.325
vina_04_231 -224.617 -2.211 -0.867
vina_04_232 -135.633 -2.033 7.372
vina_04_233 -174.299 -2.055 -2.207
vina_04_234 -188.736 -2.196 5.430
vina_04_235 -209.114 -2.240 -3.828
vina_04_236 -202.542 -2.165 -2.411
vina_04_237 -208.703 -2.216 5.090
vina_04_238 -216.991 -2.113 -6.314
vina_04_239 -333.915 -2.181 -23.371
vina_04_240 -305.517 -2.620 -2.514
vina_04_241 -206.298 -1.984 -3.803
vina_04_242 -212.863 -2.141 -4.544
vina_04_243 -271.391 -2.026 4.943
vina_04_244 -347.609 -2.429 -26.340
vina_04_245 -450.576 -2.069 -51.742
vina_04_246 -170.501 -2.130 -1.985
vina_04_247 -191.701 -2.007 -1.996
vina_04_248 -164.610 -2.210 -2.325
vina_04_249 -352.974 -2.077 -25.360
vina_04_250 -189.752 -1.903 0.809
vina_04_251 -251.462 -2.167 -6.582
vina_04_252 -171.049 -2.140 -4.257
vina_04_253 -356.343 -1.908 -28.619
vina_04_254 -172.555 -2.027 4.544
vina_04_255 -328.627 -2.553 -17.360
vina_04_256 -251.165 -2.246 -9.125
vina_04_257 -205.146 -2.045 3.086
vina_04_258 -240.444 -2.012 -6.961
vina_04_259 -320.840 -1.901 -21.581
vina_04_260 -118.397 -1.953 2.681
vina_04_261 -172.031 -1.967 2.880
vina_04_262 -166.573 -1.966 -1.719
vina_04_263 -193.659 -2.141 0.898
vina_04_264 -293.888 -2.373 -20.604
vina_04_265 -283.129 -2.295 -13.173
vina_04_266 -259.159 -2.384 -9.291
vina_04_267 -173.719 -1.979 -1.693
vina_04_268 -217.187 -2.163 -2.683
vina_04_269 -222.496 -2.016 -4.995
vina_04_270 -125.728 -2.343 1.340
vina_04_271 -134.465 -2.268 1.280
vina_04_272 -209.666 -2.248 -11.426
vina_04_273 -203.749 -1.962 0.219
vina_04_274 -198.952 -2.098 -6.291
vina_04_275 -333.254 -2.061 -11.049
vina_04_276 -192.960 -2.004 -1.826
vina_04_277 -174.961 -2.349 -3.936
vina_04_278 -266.910 -2.099 1.019
vina_04_279 -227.798 -2.278 6.155
vina_04_280 -214.648 -2.100 -9.352
vina_04_281 -253.270 -1.825 4.085
vina_04_282 -322.638 -2.132 -20.722
vina_04_283 -174.204 -2.167 -1.618
vina_04_284 -240.665 -2.138 -2.156
vina_04_285 -211.942 -2.189 -0.837
vina_04_286 -213.181 -2.260 3.863
vina_04_287 -186.229 -2.191 -0.429
vina_04_288 -189.526 -2.047 -1.399
vina_04_289 -318.521 -2.182 -14.043
vina_04_290 -310.538 -1.892 -3.782
vina_04_291 -170.885 -2.087 0.411
vina_04_292 -389.609 -2.140 -34.538
vina_04_293 -211.209 -2.235 -3.572
vina_04_294 -165.477 -2.166 -2.453
vina_04_295 -244.180 -2.400 -4.888
vina_04_296 -120.616 -1.775 1.004
vina_04_297 -316.928 -2.324 -10.590
vina_04_298 -465.949 -2.192 -56.725
vina_04_299 -199.959 -2.102 0.693
vina_04_300 -233.932 -1.925 8.824
vina_04_301 -207.036 -1.956 4.346
vina_04_302 -204.046 -2.336 -3.367
vina_04_303 -314.337 -1.731 -18.987
vina_04_304 -247.185 -2.022 -8.304
vina_04_305 -126.476 -2.075 -0.833
vina_04_306 -230.257 -2.055 -8.368
vina_04_307 -152.436 -2.079 1.704
vina_04_308 -223.212 -2.221 7.672
vina_04_309 -231.271 -1.929 -5.498
vina_04_310 -189.475 -1.879 -5.126
vina_04_311 -233.753 -2.049 5.711
vina_04_312 -196.495 -2.167 9.282
vina_04_313 -325.712 -2.115 -7.509
vina_04_314 -351.505 -2.139 -26.572
vina_04_315 -262.506 -2.144 1.104
vina_04_316 -223.227 -2.080 -9.687
vina_04_317 -158.583 -2.071 0.041
vina_04_318 -197.493 -2.174 -1.130
vina_04_319 -292.969 -2.015 -12.878
vina_04_320 -164.068 -2.031 -6.980
vina_04_321 -240.370 -2.347 -5.857
vina_04_322 -179.494 -2.119 -8.409
vina_04_323 -84.798 -2.115 5.142
vina_04_324 -329.062 -2.037 -11.814
vina_04_325 -255.937 -1.941 -10.281
vina_04_326 -166.835 -1.858 1.009
vina_04_327 -158.555 -1.889 -3.033
vina_04_328 -127.053 -1.876 -2.738
vina_04_329 -242.833 -2.186 -0.718
vina_04_330 -175.813 -2.058 5.409
vina_04_331 -112.740 -1.867 -0.816
vina_04_332 -220.046 -1.902 -9.662
vina_04_333 -322.504 -1.889 -27.117
vina_04_334 -207.403 -1.977 -0.098
vina_04_335 -210.835 -2.044 -6.924
vina_04_336 -297.117 -2.086 -18.715
vina_04_337 -136.825 -1.861 -0.286
vina_04_338 -133.692 -2.016 0.244
vina_04_339 -180.095 -2.306 -1.940
vina_04_340 -171.267 -1.930 5.509
vina_04_341 -165.646 -2.111 -0.734
vina_04_342 -229.326 -2.126 1.764
vina_04_343 -96.986 -1.755 -0.863
vina_04_344 -122.170 -1.911 -0.419
vina_04_345 -122.768 -2.035 1.446
vina_04_346 -202.577 -2.164 1.156
vina_04_347 -158.314 -1.975 0.830
vina_04_348 -199.374 -2.203 4.729
vina_04_349 -182.525 -1.762 -2.014
vina_04_350 -136.691 -1.896 -3.227
vina_04_351 -147.199 -2.115 -0.882
vina_04_353 -190.437 -2.026 -6.860
vina_04_354 -207.801 -2.112 0.730
vina_04_355 -168.913 -1.797 1.824
vina_04_356 -256.247 -1.861 -12.687
vina_04_357 -180.624 -1.805 -2.834
vina_04_358 -226.256 -1.981 -6.879
vina_04_359 -152.139 -2.008 -0.071
vina_04_360 -134.131 -2.161 -4.234
vina_04_361 -211.480 -1.790 -8.270
vina_04_362 -196.776 -1.984 1.139
vina_04_363 -128.352 -1.865 4.876
vina_04_364 -163.680 -1.922 -2.618
vina_04_365 -190.344 -1.689 4.590
vina_04_366 -153.751 -2.077 5.622
vina_04_367 -157.823 -1.730 2.339
vina_04_368 -130.401 -1.632 0.587
vina_04_369 -235.664 -1.857 -7.175
vina_04_370 -119.396 -1.796 -3.795
vina_04_371 -172.398 -2.258 -1.686
vina_04_372 -198.778 -1.677 -9.677
vina_04_373 -209.691 -1.826 3.965
vina_04_374 -126.519 -2.120 -3.292
vina_04_375 -172.403 -1.937 -1.846
vina_04_376 -252.259 -1.844 6.130
vina_04_377 -110.028 -1.801 4.857
vina_04_378 -182.999 -1.928 -7.511
vina_04_379 -138.943 -2.060 4.296
vina_04_380 -273.952 -2.057 -13.653
vina_04_381 -195.500 -1.840 6.078
vina_04_382 -141.828 -1.838 1.235
vina_04_383 -167.702 -1.965 -1.848
vina_04_384 -164.952 -1.805 2.615
vina_04_385 -222.043 -1.824 -0.301
vina_04_386 -475.045 -1.795 -47.074
vina_04_387 -151.389 -1.792 -5.078
vina_04_388 -100.275 -1.669 2.677
vina_04_389 -251.233 -1.996 -3.546
vina_04_390 -193.636 -2.229 -4.156
vina_04_391 -190.485 -1.747 0.320
vina_04_392 -163.951 -1.637 -2.663
vina_04_393 -218.923 -2.061 -6.173
vina_04_394 -227.381 -2.192 -8.902
vina_04_395 -216.405 -1.771 -9.716
vina_04_396 -108.129 -1.744 0.712
vina_04_397 -128.020 -1.719 3.492
vina_04_398 -140.426 -1.663 -3.037
vina_04_399 -243.875 -1.977 4.034
vina_04_400 -243.826 -1.885 -8.667
vina_04_401 -243.416 -2.029 3.334
vina_04_402 -140.875 -1.757 -1.487
vina_04_403 -110.571 -1.893 -0.592
vina_04_404 -200.561 -1.930 -8.974
vina_04_405 -149.695 -1.750 -1.995
vina_04_406 -147.464 -1.754 -0.715
vina_04_407 -202.446 -1.834 3.325
vina_04_408 -206.973 -1.964 1.407
vina_04_409 -157.807 -1.478 0.720
vina_04_410 -267.904 -2.545 -6.142
vina_04_411 -221.851 -2.092 -3.139
vina_04_412 -141.390 -1.276 -3.000
vina_04_413 -170.457 -1.557 -2.271
vina_04_414 -124.286 -1.345 3.887
vina_04_415 -109.334 -1.063 -2.842
vina_04_416 -170.391 -1.636 -9.907
vina_04_417 -169.226 -2.090 4.376
vina_04_418 -130.208 -1.443 -1.193
vina_04_419 -170.941 -1.679 -2.221
vina_04_420 -77.412 -2.032 0.489
vina_04_421 -217.089 -1.814 -8.588
vina_04_422 -85.337 -0.934 -2.559
vina_04_423 -131.581 -1.878 0.732
vina_04_424 -130.044 -1.650 0.952
vina_04_425 -164.514 -1.843 -0.668
vina_04_426 -260.523 -2.288 -10.249
vina_04_427 -241.212 -2.352 -15.566
vina_04_428 -291.321 -2.108 -13.570
vina_04_429 -337.865 -2.141 -28.539
vina_04_430 -218.641 -2.092 -1.771
vina_04_431 -189.182 -1.875 -3.797
vina_04_432 -276.328 -2.572 -23.472
vina_05_1 -200.734 -2.700 0.564
vina_05_3 -229.326 -2.742 -9.275
vina_05_4 -368.622 -2.573 -18.447
vina_05_7 -569.272 -2.582 -55.743
vina_05_8 -202.272 -2.626 -0.976
vina_05_9 -434.586 -2.733 -50.597
vina_05_10 -548.620 -2.714 -51.331
vina_05_11 -222.051 -2.595 -4.160
vina_05_12 -371.316 -2.736 -25.792
vina_05_14 -370.151 -2.717 -25.488
vina_05_16 -227.899 -2.688 -1.121
vina_05_17 -477.586 -2.699 -64.205
vina_05_19 -493.442 -2.583 -48.621
vina_05_20 -362.896 -2.622 -15.135
vina_05_21 -517.500 -2.569 -69.103
vina_05_22 -387.078 -2.600 -23.144
vina_05_23 -455.209 -2.682 -41.851
vina_05_25 -575.759 -2.449 -63.181
vina_05_27 -217.997 -2.783 4.435
vina_05_30 -218.604 -2.456 11.148
vina_05_31 -205.354 -2.672 5.728
vina_05_32 -509.080 -2.609 -59.295
vina_05_33 -229.063 -2.342 -1.107
vina_05_34 -314.547 -2.614 -18.403
vina_05_35 -231.515 -2.709 -5.370
vina_05_36 -240.594 -2.465 0.200
vina_05_37 -271.427 -2.740 -8.102
vina_05_39 -420.878 -2.517 -39.867
vina_05_40 -263.459 -2.502 -17.164
vina_05_41 -344.064 -2.473 -14.638
vina_05_42 -161.598 -2.296 -0.046
vina_05_44 -209.398 -2.322 -5.281
vina_05_45 -175.832 -2.361 -4.520
vina_05_46 -410.233 -2.475 -36.981
vina_05_47 -157.532 -2.427 1.020
vina_05_48 -363.530 -2.570 -20.928
vina_05_49 -216.598 -2.474 -4.152
vina_05_51 -257.693 -2.267 -12.276
vina_05_53 -378.743 -2.476 -32.243
vina_05_54 -391.590 -2.527 -34.861
vina_05_56 -166.505 -2.653 0.173
vina_05_57 -363.184 -2.759 -21.969
vina_05_59 -555.569 -2.329 -62.803
vina_05_60 -406.114 -2.521 -29.448
vina_05_61 -248.450 -2.366 -11.266
vina_05_62 -378.491 -2.123 -29.842
vina_05_63 -195.778 -2.307 3.225
vina_05_64 -262.239 -2.196 -5.684
vina_05_65 -168.650 -2.541 -3.394
vina_05_66 -250.157 -2.407 -16.316
vina_05_68 -401.179 -2.377 -33.834
vina_05_69 -287.094 -2.263 -9.876
vina_05_70 -361.520 -2.484 -26.864
vina_05_71 -218.353 -2.373 3.329
vina_05_72 -286.350 -2.128 -14.821
vina_05_73 -425.193 -2.142 -45.051
vina_05_75 -204.699 -2.360 -1.126
vina_05_76 -346.336 -2.255 -14.930
vina_05_78 -402.449 -2.422 -31.156
vina_05_80 -233.583 -2.467 6.714
vina_05_81 -203.851 -2.672 -0.017
vina_05_82 -268.102 -2.220 -5.748
vina_05_85 -233.595 -2.608 -5.946
vina_05_86 -222.041 -2.199 0.630
vina_05_87 -395.684 -2.649 -16.963
vina_05_89 -224.523 -2.182 -1.284
vina_05_90 -400.612 -2.543 -22.186
vina_05_91 -255.454 -2.355 0.363
vina_05_93 -371.117 -2.596 -34.915
vina_05_94 -287.122 -2.557 -9.171
vina_05_95 -462.137 -2.338 -51.144
vina_05_96 -176.482 -2.369 1.211
vina_05_97 -400.458 -2.404 -36.307
vina_05_98 -390.336 -2.384 -44.782
vina_05_100 -271.176 -2.536 -9.012
vina_05_102 -451.949 -2.610 -44.678
vina_05_103 -242.289 -2.099 -12.295
vina_05_104 -214.988 -2.488 0.311
vina_05_105 -261.515 -2.281 -5.668
vina_05_106 -192.023 -2.473 -2.156
vina_05_109 -313.280 -2.618 -16.940
vina_05_110 -235.727 -2.458 -13.031
vina_05_111 -419.078 -2.418 -23.246
vina_05_112 -409.051 -2.501 -42.223
vina_05_114 -411.370 -2.563 -28.550
vina_05_115 -439.743 -2.363 -48.407
vina_05_116 -188.172 -2.166 -5.024
vina_05_117 -287.828 -2.193 3.631
vina_05_118 -347.695 -2.281 -29.100
vina_05_119 -148.814 -2.190 -1.002
vina_05_120 -282.428 -2.269 2.262
vina_05_121 -227.863 -2.288 -14.509
vina_05_122 -508.002 -2.351 -58.464
vina_05_123 -184.174 -2.224 -2.707
vina_05_124 -268.756 -2.524 -12.793
vina_05_125 -220.734 -2.194 -11.335
vina_05_126 -220.559 -2.536 1.091
vina_05_127 -264.127 -2.151 -18.502
vina_05_128 -227.010 -2.256 -5.313
vina_05_129 -201.812 -2.379 -3.903
vina_05_130 -249.890 -2.268 -0.951
vina_05_131 -273.620 -2.393 -12.545
vina_05_132 -194.723 -2.059 -7.175
vina_05_134 -169.273 -2.196 0.302
vina_05_135 -198.133 -2.320 -6.581
vina_05_137 -197.972 -2.312 2.771
vina_05_138 -166.241 -2.533 -1.249
vina_05_139 -213.270 -2.146 3.453
vina_05_140 -219.832 -2.658 -2.064
vina_05_141 -414.801 -2.541 -45.142
vina_05_142 -393.058 -2.623 -36.844
vina_05_143 -256.722 -2.248 -3.787
